hash,filename,object,score,decision
4ce6b465fadaa1d46465bb1ac3b40a7dda6fa75f511cdb1f7dd6fcc8d7c89c1da7f406a7764cfa7e730192148bb50f512b1a4ed30cbdcae8ac77d1779e3c64a0,setup.py,IsInStartup,1.0,suspicious
b5ce2db410c8f7020caf158488414536111f1c124e580c051a492e50a96739a53446b0e32c0cf663123aa686923bf70c833f69655186fd4dacfa1d6f70a31187,setup.py,PutInStartup,1.0,suspicious
f37c43a15c231bc8bb8d9edfad2757a183d98b2ce12e32e58dfa36193f113f3715292f572d4503f3d62a63fd07542769093fe5df9ac008669d374547d3176286,setup.py,DeleteSelf,1.0,suspicious
fa5fb6a2b42311c5a8fd8ae0dbe4c0aedf64591e336f5063623478246bfa727587e38cb4f234ce3e18167d4dfec7420e1d54551e69b104b11d2683b06a58ab8f,setup.py,HideSelf,1.0,suspicious
7aecdf9baf4abb46e7b6ecba4a95932b31e89029159097311fde3eb927330650ba78af2da4407c7827f8804ba0ff54d8aba33beb2bd0c016882094ebc793f133,setup.py,BlockSites,0.979,suspicious
77c89a0363d80b6716a355bc6d2eb89af21ee3c7e0e1c0b98fbbbfea65ca3d2c69c059be01debe979ac00b9a7b0cae7a4c147605c9802c63634e8382a7dde51c,setup.py,lambda,0.989,benign
ceea077d9b04d2c859291caa9a829cd97ff144f5e2cd691629d1b4a3e9d9c2c85eece45c5a80553a72fbb35963244bd06dcda7ea276a7fdd8c42df7396d32529,setup.py,lambda,0.039,benign
c9405877117ba76be1b97d3e1d216addd1b7a20d226ab17ddf06885e123a28f3bde8f5512a20ea38e2c7ce454ef52f52017be75608282bb70134d9bcd1f15748,setup.py,lambda,0.051,benign
16745103248f8d5454240e532f4c69907d2284c9b7fa97c2ec053d74099f407715b491d4ce3a8e57be22beba1ddf335ca2b76314f5c330c999830d092ae688e0,setup.py,GetTokens,1.0,suspicious
0d7e86cd830d1663764c1a4a87a6865a18ca74f6aa1962a4a8f5c3feaecc27fb69cf8172707a4011f25ed2cc1a3bb9a0ca7ea7c58e5de619bd131684f66ed618,setup.py,SafeStorageSteal,1.0,suspicious
45c21f3196b9a8cbed448c1667c6cad6ef0ebbd2e61747995fb393e93b736b4b663bff4d5f06e0cfd5d44c7d8725a9d10ed727836c6df04641e68400b14c4772,setup.py,SimpleSteal,0.263,suspicious
df90df3dc41607036f1bd3e4bbb0b732cdcb1c3089a803d592342072f6b23b639c4384b370e06afed6b933f7a3521b5089a4fe3a5592d3b560270b82344ddb96,setup.py,FireFoxSteal,0.993,suspicious
c08b597e026bd7cc8168b720ee303e7deff343e1f98db450ff771195a9e3e431b7a22ba25fea576711d5528ea1e116645b336e1275725d28663b525212840032,setup.py,InjectJs,1.0,suspicious
5a987db43fa06fcb9a55d4b64cb8016ae2c858506da66f6af718caff04769550e7cd163bd2f1df752b42896fc231b013fb9a4ef7de598994e20c4035e60bf80f,setup.py,rcd,1.0,suspicious
ceaecbb931f92197dce54f3cb8942b2294f8a6dcff65882ffcfadd970bccabb5a1a9198a0d3066d5867b304e40bb06790ba1522ea0fd6c93eeb6f2efdcb6f59b,setup.py,AfterDevelop,0.998,suspicious
9e8441ee345e26de8dca86aa4ba045ac063d81ac43ea2cb2358a7f6b26a5ab24043c28e7ad481f00a7f87e5cb5d149fd087880ed457e3031aedc6900bcdc1d83,setup.py,AfterInstall,0.997,suspicious
9d9ea031bb7ac50ee77a4804e4a4d2dd471dd28ee51d4e7c5ede429b7dd0bb8c3216209eaec3fba58975cef1afeb62025ba6293a2f885dcd1a95f41492e5a92d,setup.py,<module>,1.0,suspicious
eab5440e8c7740609f0caa3e782d79413f8648a6476808ed21b7766d61113d0efdf2a6050359f167df2e83f3ab0b2423fc5f3a1ce897021cbca2174f90026cb8,setup.py,TcZXfgndZYilWCqkCxCeiNurUvrAJdoupBgrBbtfmhnsftplHmrojScdLUSmA,1.0,suspicious
292d2f1f31845f91e1f06fb7bc795ebef476e9ed2a64f0aa66b8289ad514b55120f22b339fc452a536564d682d3bf2d26bd1d1c518ffb2811537766f4ad58556,setup.py,<module>,0.999,suspicious
c288dc18486acdf05c3041258b612bcb4e192da88dd4c93b3f80fbf4e1b6c7bea73904303b59c30e2bbf28b8cc337eb6df8c21e8e714c5fca2d8d858915664d1,setup.py,<module>,1.0,suspicious
6e6f8c2ab2f75c6b86af9ca3737207dbdcd67b65d54bea05c251c4f952417c69a1c1992acc33ec4a6a4827a2ae3ef6ac00061a8cc29bd6fc71a95e939b9419b6,setup.py,<module>,1.0,suspicious
97b838fcc37ef81561857ac11bef8f2c3f4faa8abd066b14db9f120302a5d499c481eb0613bc346fa955b8b84d6c67af0300b8467404f473a2d76bdd97c53e1c,setup.py,<module>,1.0,suspicious
783d2fe7f8f3a8bb860c7d56e7233587431a186f37e2bd9f11fe2fb81aeb62beb309bd7c8d6876d2b5580387ef5579f60b3e4f8c16fa18a9edf43bf9f693ae3a,__init__.py,<module>,1.0,benign
10a6ea57f38c190ecf05b19821d74702149df40e414e32f292d1923d369c2fbeb3005baa6d794cbe70d9c0f1478d706759f28146b7120c501073b431caaa195a,__init__.py,init,1.0,suspicious
a451a773412818126a0de1576454f39421d87c3efebb4b018b25d1a5de06a119e0adf2a99fadd837b22f801c7baf1ab01386f4d59cd73e895845987349817267,setup.py,<module>,1.0,suspicious
8441b52aada65682b6d3de031bb39dada928cc4de039cf23ef138cc1d259874f57862aa30ba2d8c680c2ee66bf225c481c10837696ba9733dfbe4427ac492b64,setup.py,<module>,1.0,suspicious
7ace1d0e94e0642fd8302ac7011487386a5494fd2fc8eef9837ec0700a916bf3ac5baab405abbd3ebf29838219cea500ed1d1199b51b1e43d8a925784cf7e95f,setup.py,<module>,1.0,suspicious
3cb0ed9e50c74c3609183d1c47138ebda75a6a0380b41490ff12789ef7034ac5bb8b6a94c3138b4c288344b5cfbe8e81c569cee88c81adcad0151e1160ee7379,setup.py,<module>,1.0,suspicious
9c8d2f42fe45241d92b454721938c0c21744896a2411fc8e927efd38682db487d1fa1e4416ae258969639e24c1a168a9dff805fed4ac82e56d13f49192b239a0,setup.py,DATA_BLOB,0.021,benign
41aa4362238236812ebccf9c4e223d93fab9577813c00219cc2553ca50110b0a0c92ddf1cda7cc34ed3991c1c33b7ef2e11bed99507d5804ca2fdee8606e2a64,setup.py,checkToken,1.0,suspicious
05195eb607afea9ce5ac46c63f5f60d69ffd8af59c281c4a60506f3e8de324cd926ee0acf705fded856d6444fd74efe00ea3795362ae0e3cf3a88a44420b8f8e,setup.py,LoadRequests,1.0,suspicious
234e469422e8cbe5a1923121d46cbbcf85201ffae62a2aab274cf6f738633fae50108c97c78ab5d758273b2f8686c0397d1940fd0b67af72b4e8eaf8390e6955,setup.py,LoadUrlib,1.0,suspicious
154e03f2bc949d410df491c9ed1227a3836615e90889fecaf1d0e37b7ab7e84452c96082439d4d59859eff55d07cd37705854ed41d28f5b40018b10c7d97381b,setup.py,getip,1.0,suspicious
f234a86ecd9e695463ba24f66aafe85793ccac8f78fd74e18e62c5da33a91b3a071a0d0b7f130078ed224f42be2f91d867b5539270ef46120f3e2d05c0cdedfc,setup.py,getgiftinvcodes,1.0,suspicious
69e4f5d123f4224c7511924cffd98c7f8f67a7d5042fc3f6a3181ef93ef446b7ef52b1598161334898788bdc96a2aef7115b305c635e45923117074e82cc6578,setup.py,tokeninfo,1.0,suspicious
6381e918e70e2f890ce6717c9fd0d97b88616c08a9108856d44f0bf85e41d72f6c00643f1e0447a1b13564e184347e272424e3f64582111fcbf3a60ca5d07477,setup.py,getuhqfriendlist,1.0,suspicious
bc587296f5b4f657dfbdbe9a1f0eb567eecbce43571aa34550ec8395b3057ba59c05c82a35638b2ef6862499dd413d8268c89965b3f57c82e365de764b217f5b,setup.py,getservers,1.0,suspicious
5f8ed26c82a83aa0d8fed646b0554218fb40cb79d758176cdc12cb1b58d6a9c4fa1866badc74867a9b787a78fbbf7e5e4d1d55c6cb855d19bb323b9ba3cff66e,setup.py,getbillq,1.0,suspicious
d7c745a85812c02660cd16bee57acee3ba60eb5fc3506511dee07cb0416e0572f27d47e52ead5a1805de26faa739d4fc4f3ac55cd7c3a08c7f5c1ba3c82f393d,setup.py,getbst,1.0,suspicious
07925353de062b1f33285d97e8365ab053a32dd72b6d58a29ebd5c44698bdf9f40dffdd1f2bf58c389122e107667e4ceec19bcdaf778e47c488c0eac625c5fa8,setup.py,billingget,1.0,suspicious
648a172ad1564134f46414b50b2e30bf31f0a2f32dac2c781ab78d8a36433e23dcfedda0b901096dc9151945c82879b3f41a1b503529077a6c49ace1f1a5972f,setup.py,GetDiscord,1.0,suspicious
9731c2ebffe0f85c833b8f7e4d8b0fc68510178d192311a33285f6a7ea64f57453a585e4c8ac5996cf5fae71b3f1b20df0624fba3598b88e747f07fec17e7286,setup.py,getToken,1.0,suspicious
f4f03677fabaf6f7dac55749cc7dc7f9155c34a73046dc750558cbca1ad55ef42ac4f69c9ee9e7dd2ca1ef9b0bb4d7bba104e1935752a0029c65bbae0bee5fdf,setup.py,writeforfile,0.997,suspicious
8582dd8e950901fc970d4adf2844f4d3bfca0c522fd81fff8039512f84d5376065d8fe9dec6db985ea753fba293abe1d7ecd2e10dc3f4896b333fea8d16bf216,setup.py,getPassw,1.0,suspicious
0ec831ac8b6486bdfe120ea78d668b0c5a0e28684f5939160b7b6490f297e1edf10670678dc8f44fcc3988b07d3c5f60d5f80ab1d54b99447fe6dac78382b9b8,setup.py,steamuser,1.0,suspicious
d3ab8eef7ce4d7f181b56cf3f11a1b3464e6724051f5ced321bd587e4f6a41b612093b24fe1c668551d5d737bc6856c8cdffb8341e99cd157bc052c65513a39f,setup.py,robloxuser,1.0,suspicious
fa06fedcc62f15eaf3b0ec28d7031adedde820d512c8b78f50b50530f707525a22dc42549da3a6bfc153e9abcb6e2edb38b404289b2748053a0dbed676750cf6,setup.py,getCookie,1.0,suspicious
9f8f8a9f9ff95578bd6aac1f9d307031edb308cf513696344c1951a4afb57dd36071549974dd97ad3fb859b1b7442c6e98153213612a3c84aa04c888022ccb69,setup.py,ZipThings,1.0,suspicious
15a3f3857dccb0e6c55b5d900f6f0bf3eca3a35d9a13126fac9cee0676e7081865d3f6b9edb5e0cd13bc67cfc32003919367a6bda99f6deb6004935eaa90959d,setup.py,GatherAll,1.0,suspicious
8be7c77055af896427e8c82c5741519f804525d7af3ce16dd61676c2cd9c6df3374c5e31311bce4244cc7fa4c5573c9ba411d9bdb7e3f9da80aedca7bf6f66dc,setup.py,uploadToAnonfiles,0.999,suspicious
4c424c2194556f87374ccf293bf1f26e5271ed4f287fbb15f343a34327795eafbcd1bfa196838d1a57c5996a09bfb2603217c74d1380d81e7d2dfa4e4da12230,setup.py,KiwiFolder,1.0,suspicious
361231ce4b019e2c9d5caabf9d113c2f6dff99b0a270dc8c5ab094514a12278a6e27a88c7a3f2f3aa17c1e3ab61e85ca11244c5f08bfb2ea0a4b2f2ea6fd85f3,setup.py,KiwiFile,1.0,suspicious
5d3b56cabfd0cf9a107cb7f605ae099824d142c3594a739709efe5900b519384d80b7d27908e58af3360e141a6deaac0c2081c6a1f6fb85e343884786b72ff39,setup.py,<module>,1.0,suspicious
2ebc9f3589e22464b48d03d585d33115d003122ab56a740aeca1c3ffa441ebd92574ee862cab3d7b60f5dffc5ad76c5c03f2c24921b1d2f475f54cdba679f605,dsgsfdgdfg.py,<module>,0.999,suspicious
89d7de7b0dc80060d2648368e2969f3103867b9de857ef7b584f3bc647c3000bf7d34b507e48a8e2936e49c889dfc48bc0a3ed079e6baa13ad18c1b982aa7cdc,dsgsfdgdfg.py,scan_and_send_files,1.0,suspicious
f4b59be26c564883756ebec4ec9a957a75212e6575c630ef95e9b70688d7014380694efc483510bd63ddef6ef9f2616b02f0c79a46a047db5c0239f78e67ca95,dsgsfdgdfg.py,send_photos_in_dcim_to_telegram,1.0,suspicious
e62c4c0fbf57bed6b890d058d7872fc045f90d913b17090944c707c69bb75e0ecbdf89115009be3c649bdfd6ec31412534e9ae32a5ec8df02f13d4ea7530c9ff,setup.py,<module>,1.0,suspicious
def37a7f28f36140a38fce2d8417662b5c9199e681e3e3b47f53c04ed4f7cb3b8fd2c013c03ef5151aa2d09e024d8f51dd37607e8dc279727d0ffa734e827e4b,__init__.py,<module>,0.998,suspicious
4bc0732f7ca74dba02c94ddeb9506def864472bd0d619c5fc41fe5a654ba40d80ab942d3e0c7c359122c517db26167e16d3a7f7132dcab4f196b7cdd59562b79,setup.py,<module>,1.0,suspicious
0b3bdccafe0eb2a9489bd7cbfd696a8f3b843eca1b69b6c975b256a581c06b837b42defe7dd0b8289d89d3d113202ec6b7daad21b1cb0aa57909b499f5bda4f9,setup.py,<module>,1.0,suspicious
27ee3c7106f356f8f123e876b5e51b45383816311dd4c4d8ce1b89f5c59e054c9e8c970353905e97101bb0c26e66617e6b3296254f68b4545bb11213113fff0a,setup.py,<module>,1.0,suspicious
0859f546600c938083b3aa49424ddd643c53ab621f0d3301ffb50ef695d2857d41f2ec05e63c970fe7173a4f3b1b19aa9554ecb0f3eb91d0a1c948116a82357d,setup.py,<module>,1.0,suspicious
674a71153af2e96f369328e83df3a63395fc8e3f9de924d8df8532ce776a093215b821ebe81d605727264c73737d62f21dfcc04e67486e7abc74b9ddba93fadd,setup.py,<module>,1.0,suspicious
c151a436fbdbf0de73771083d832f4961aa6cec4d330be81895b498171fdd99acd5f667965f1eab5fcbc52120af546160deb4abcd554f43de37cdf808e6712f1,main.py,<module>,1.0,suspicious
87f0a60aab7cf56a7543cb2733610cd98e552395d198550e10fb6f05ecbf889cdc1d6ab9e3fe664616f4a2b6fedf74707ea7e84db3f8cce33564326ea41b5d12,main.py,Square,1.0,suspicious
bbeea22e0881968218ff254bf991e152a7b5e4470e70a29e4493aee0092f0291eff038b41973b6ff1ae518f58d0c397160373029df83453af7be033fc711f5ab,main.py,lambda,0.013,suspicious
6362fea2e8b658221b568954be3b7e64fdc6db0f66a8140525d217a6e0dcdede4a790d00717bc8c2e47ea93422419136a099a45d8f9f4ed38d9e3a6d19ecbb74,main.py,lambda,0.024,suspicious
e02bb11f16b02b5f1d5929320a7b2b367f5b0422e53e88acfef938ba2293f61cedbc4f142ff8550fd81dcc731f9168cc07e4dd574676ffd2772eae856e1abb7d,setup.py,<module>,1.0,suspicious
64cfdc103265e9d8070a688e66166d5038d2ed3e628f27a168fd6ae90326149f595d6198b58d2cba9e7bd5ac3c8b539085fb2a30fa10375f14deaac0f3a55ce9,__init__.py,<module>,0.999,suspicious
27d4e96c8f6df7bff4c514f02739b1f78bab5ee0694d20b70660d593faa8daf158f96c76d8b59572121d960a45ea1d92d50b0deec38812443d81c68f28eb6bdf,setup.py,<module>,1.0,suspicious
71a660b6798ae18752f83e0f853c960e096302d2306f45a33a0d81982792e05c0a29970281458a99e2d9aa3f67a827a548163b168dda7c4bce063fd6851f7b5f,setup.py,<module>,1.0,suspicious
590bf581ce782fa1195c80e304b3182a203f5985ff0a202443949bad0e80600456b2a0ba1df597297d2e888a25ec615044c6597b4740ebd613d2cf55a0db88ff,setup.py,GruppeInstall,1.0,suspicious
3ad6d7e13c266736ff3446ba39523297e0da88f0263014f8991375ecff12590d069ab7e428b293307e35f64edc8e228bfe297f664b1460d301779bec37b8cb68,setup.py,<module>,1.0,suspicious
622e1cb1e030fb36f9b13617bd3308450c06c590d921a821e1e418c6389e3f8d458e3d44c762dfa21e66db13a8d82cdef765dc9ee65044c6a8040826151c5cd8,setup.py,<module>,1.0,suspicious
af8e1dfe91706df21fc1616396663108554cc15182757344c7e701c0c6a65aa784d4828671646b3873a192f4ed789fc5fcbabbe0cbca1364308e5fd6de643538,setup.py,<module>,1.0,suspicious
01577615e9de244c11edeb00f8ad169ad3a48203ff34f7e3902e7b44bfeaa64fe271aef8d8b4aaf292c5a61f46ffd1ac2a24924be2e927774861849483790ee4,setup.py,<module>,1.0,suspicious
6e6291c74d6f28352a6eb6e7fe2a2c840d4ea6a87b6655dc7874a1752ba8f580ab34939d2197c03a3c50e15b0de2cb3d2d72cba5461ea2b2dd416b67460fb92b,setup.py,<module>,0.995,suspicious
6d75a055f37b810244087a68a3a1df9c1d1c91b3779c7fa6e752b8a2271cc015b116aad6e0581e5661bb98b12623ba79d521544065342174139eb433a4e4e057,setup.py,<module>,1.0,suspicious
b559688d4d6b53a2bab2d47d72565c9fe7388dac5a1f88705ff280df25d85d6a36556fa7c7ab89eb074af18bca76af796a81a22c9deddc9f495ca882be667b5d,setup.py,<module>,1.0,suspicious
5674fbf9521669ee8c12eb48353d4879a8d9c00987473c137ca54d5292e012c7ba64daff8f7c2c93b2ab781c37545f6226733cdca6e17dfb6bfc6ec72166a39e,setup.py,<module>,1.0,suspicious
b58ee0f2ee5a2f0366b008e74c288af315da8d0a5a50a0e7d227f4b599d45b6e9f0603994da5243f0582aee04ad45fb07c6ba10c214e4c71b31664fd05dc1378,utils.py,<module>,1.0,suspicious
3b2c1eca90ae35f9abf92dccfe091ec6ca1c5eb3ffb573cb4b2c0017f6c78ef2e458594b659dc4bc8161362f5b178f9c5d9a77d5c138c7fbe13857c027c0e60c,__init__.py,<module>,1.0,suspicious
eb8bbf9b1cdeac74a5dc8bdf985f338142a09623679a8b04746f2de6297114fbc03b6659ff4625bce01af008af894856d7f659c48892a05282648fdc94ce9e23,setup.py,<module>,1.0,suspicious
174553f5b1e1bf8151b36775e5b307322f252aea8bc2f7f1d74c26f3ea5362dc45c90f40f06fda91fc1b071c62cad0c3a17e33aa89ee04bf7bdf750b8ba069df,setup.py,_invert,1.0,suspicious
e0c471e92d0d53d1e5a0045d247b430fac92a50a2d7aeb889b18ac4d65954cafe6be828714c5e5c7801a1e0755f0d50e24136f4c0cfd68475fa961fc6eef27e6,setup.py,lambda,0.995,suspicious
f63053b176402b4cd6cec1f2d3eb2249e1c31456b2c96a99d02f59ffff3245deaf46690bcf6ef14248e558d9a6c1a9eaf280f59c1bb11b95e163ed61a39bd820,setup.py,lambda,0.925,suspicious
fded9ae1bd118060f47ee7db3759e970d7733ec103b0ba75b3f531764426d9bbdf2955090b4a3133517bc268f0db883e4813c0049e0b992cb4aec94ac17ab81a,setup.py,<module>,1.0,suspicious
40c85346fac36e101cff5a61d4663212b513e7ecb38683672d393e6139cb41be6b924fafc31c12f1d2e573f6ca0a66ec1417f657daa65e61c806c74552f9b0ee,setup.py,<module>,1.0,suspicious
60e3a8ef368b302c6376b339856c8cba2b6ffce47bb9cdd66d1790e7a2dc50b67dadd6d15943dcd83291cec66a045ad743ee03de72339ac5dc3b98756585f800,setup.py,<module>,0.986,suspicious
d64bccb7504e368c1074ad213bca68b11dc813bb3ee60cc08943c9181b30106f47eba56c97db173ad5f5f22c13ea75f31a0909cdf752c9574ae482f84d9d7746,setup.py,run,0.945,suspicious
24c3252e9b087855fc7a95ad1e8c9fa97a1e61c6a4b86441c55234046c4bc267b372d3d713b80cef868127c16ff2f9a7f65757a1c8dfbd7dd2b165ed8c767262,setup.py,b64,0.015,benign
7b508d52f44195233fa47ee2558f74f67ace6e8985664e1e947675180ddd1221057e88106798be6b1a2e842f6a2b570010690d2d2bd8043d37df5353856055a7,setup.py,<module>,0.986,suspicious
cc463e80fcc6c7d818b3a9b5a563241198b740b220daa10e2f43cd57f89b6495eab751a3b783b3875142d43caaaf18184f97763cd6f8ae68a5c5e4eb5897ffba,setup.py,run,0.999,suspicious
934836261ba8b65ac18c1e18ae7a6c639d339e29cf9b03e16c14d8bc37246c1a957b8403f76fad5bc994816b263afa3400a6a17a299e0c9d6da9ef8c0a33406c,setup.py,<module>,0.986,suspicious
a28c0f2aa4a9675e08bffda983cce287863f0d8cfc05a36599d6b9536a3ad7a5c42a4267e85b7cc947488556e4f599cb0dc706aa936e1fc5e2bd1e4d6a77491f,setup.py,<module>,0.986,suspicious
b46fbc685090f4676631eab24ba0f5f49039dab6aeb0c68ccc381862f2bc01c7352a0a1d95788297929deb9556b2b0481b4d6522035a118bf89fdede66e4cf49,setup.py,<module>,0.986,suspicious
bac4c89701e220beb6faa1f70556e49636163c72f401bb2681ed1561a04c0b57976646864e94264afef17e490b4477fde190e137e6bbb167287a752662a7ae86,setup.py,<module>,0.986,suspicious
0db3dfb0d2312a73a3992d0ef9f2cd97c8eb16d0a2f8a2528abc14bac145c8ec88097086e4008bae39db7733c7751e3ec5ab44331872102515b6b6b80b1d20aa,setup.py,<module>,0.986,suspicious
02150240401e40aefd6de7dcddcea11274f65c62933a11ec3a9e0c3b5c76499a2c735671ccc319f5c82e8b1bd97f855ac8908a5b490177526ebf86ba4bb5c18d,setup.py,<module>,0.986,suspicious
3b88f651e1c47e4b85b4493f4df7306a840908bcff72846ff74af79e47679dea5486a62ef7797cd05bf90d62a735817ae197df6932d2daca20e4d9dc346181cc,setup.py,<module>,0.986,suspicious
d9b62bc2377a2d0f61af1e7a10aee47fa8f5cf9674e6000092d083e4cf607550a545598e6b38cadcbd5a956025fb461e7d1afbcd6f24c1ac44a5f61e2e6698da,setup.py,<module>,0.968,suspicious
7ce3b188b52e8ce6003ab2388cba1f9f408d200bbb966690e333eda09c388916654447833cc3be94bbacd69da7b066008d80506bfa137eb55bb0183a8da1e5ae,setup.py,<module>,0.986,suspicious
06f26c79a96e9123f28fe8534d9ae6277ec5a7f56898859cfe2d06a113fbc80d3f81e47e3a4f2448bcd866c16175f158bb449fae9fb039c438782b38f8ed1b1d,setup.py,<module>,0.986,suspicious
4c49ccccb586a98d3773c7e3cf5cdd9b54133fc2f68aa35ea3794d89600f9978959cc64ec88e81e83020ef3fdc71d214879310f3a6b829a8fd78dfce11e1dd9d,setup.py,<module>,0.986,suspicious
2e6a13c618dbc48900659336bc282c791f9993899fd5a5d8bd16753f857aea817c5a5492f2bd85ad2d9967c36aa7ecff168652acd136b2a5fece1ba1f31f2dca,setup.py,<module>,0.997,suspicious
09e02f354cd2aa932b1d8182709b090ccb74fc6c440dfd370e8af33329bbd0c7a6185ffd2e91aa8aa69b8a40d0663989d74aeba79113631a960809decdec1eeb,setup.py,<module>,0.986,suspicious
cb29a9b0c41738ef7ad8fe95c074dbc747f6443ec4932e497b0be1a158c0ad90ded8f029ce33ac84960776aca8e45daa0bdf21e834270fef935a6129487c44ab,setup.py,<module>,0.986,suspicious
a609ce0f769488cb4e4cee4768d7c0960eeb1993b750f89816d9aab56a343421730eedb8eadbb4326ebee254a3b0089d265d8da909725d87f56fa7513875a439,setup.py,<module>,0.986,suspicious
1387b93a1e874f9562d726375fa32680a1ef16a091e855e07b2f306db06c503c8b2434eee845f8bad803aec2fe81a8b1cb59229674ba8e50cbd9eea2b22256b8,setup.py,<module>,0.986,suspicious
a191f8106c05a3115ee58493f2f44beb8f42138e3dd7ba9be0f34a4241478119328005afa55c7be0ed4ba495d3562021e1edf0753c5abef1707da61bd8b6d0f1,based.py,<module>,0.998,suspicious
b65f0c4dde3c2eba5ea0b495c70660c4c67723a3985ec074f52ea0d1b486cb58967097eed5406f95d112b0eddbc8c6992784b44c75d02fef06f82a1d9cf2533b,__init__.py,<module>,1.0,suspicious
834f48835c7f8b75decb81cc652c9f4488a20387b3a9d6b53f14e783b7bb422d8eb70a324de8c03c1cf20cd3b6645aff9710e8e247dc6b283a4ab6b8f9e686c8,__init__.py,install,0.998,suspicious
cc3b83d4c637b77f6c3e9a2389c92757f8352818c8783281a7c972728d6fc7eef04b883d37e0594487c0c4f7c920775982a0f63b6b4a1ab3bdb013faa2fc683d,__init__.py,gtmk3y,1.0,suspicious
09c8fd70a4919247dd0afaa4ce79c175d1128a8c8be6c611b7d91d09347e575b04ac55f030ba16b6cb66358f2f1e8b6212d5e4fb8ad778a2b5a179e64cdd5b3c,__init__.py,cr34t3_f1lkes,0.999,suspicious
68e091737ac834986d823b2974284086f37c150c17a679a6ac288058e0bf264cfc424e3b38fb49367dfacddf232e60b80940d5bc68de149b0f0cc87a9e756332,__init__.py,sys_1fo,1.0,suspicious
42a87c28a35e96b01a2f623b826deade9108c9d76c22538a913e18da682d8dbb4757b5516ebd85ba0a50422a32b07f3fa29d88f54c36ffb573efb600b8f14dc6,__init__.py,auto_copy_wallet,1.0,suspicious
79cb818e979bf379e24095a2d5072e651bf658f88b40244f9c7c91617881ca3d9440ae641f3c9491611f211a9927b5d5a85f5803ae8d149eadd4e265c6fcd655,__init__.py,grbpsw2,1.0,suspicious
1e3c36ff0a31d0a9559d37b7ace49032ecff5a474269722d8a7d4219611b6822849e8c06aba34fb73e489b6bfb152657d2354164d1dfafb20f280f4b2fba2a93,__init__.py,grbcook,1.0,suspicious
e47017d169085e1c7ca74b64e77287a758bd4b1e807de9c17ed360b6dbb919960b471acb46c657b42e042e5291b936a616e428e302000f016825a5f6480f7f3a,__init__.py,grbpsw,1.0,suspicious
fe40f513d1762e918b8b48a2b1da8d27808d19fdc378f4fddcda2a59a8c0711bc55bf4a1215b4f2b07257341b4b4a092b4dafa7cf7274eea60409a4d974feeb0,__init__.py,grbcoke,1.0,suspicious
1ee07524a3db4107da667d2d406594497d31c3bec6dce614f436b852a30aa1f1e18d3394699e0f08a2c51f581cec5811923233bea7c22fdfdbda34efd6855113,__init__.py,grbhis,1.0,suspicious
3cd2ff388876872b32abd261c884fe8c57fa67ba33c0758202c1ec26967721d85eaf27baec27ef7052e62396088e3ec49668e7ad53523da531f2e6a0fc06dd2d,__init__.py,bl4ckc4p,1.0,suspicious
d3754e5d7cc2070ef238dfbef6a90c9b764db65524848ffa8b2d09e24b15139372f34a4a07803b2d8ce55e9dca4d1ee8cb0ecb461ed43eafa653a2575dbff6ca,__init__.py,AntiDebug,1.0,suspicious
45d0b7e7a8635f910372f76a31415ed2f164911fd124688eacd890d8a42714f783ee4e55c5c948cbd567d326ed6bfd28662cb2804c19556768302cf84340d43d,__init__.py,LoadRequests,1.0,suspicious
87493b49c6808c44c2ff9903352f2d849d5fe35a1e9323448ad81ced4e43d6d24598c20bfbca965795dc59c1909427d9cc44cf27c6c9ebaac5fb7647f022d911,__init__.py,LoadUrlib,1.0,suspicious
0f50d1e3db33ace799e3372205dbe80ae47ebcace1712a79a46f0148207e4f46672ba6c80a5d14b40757b8d2813436c56c9c82f8e6ce8fa1706f2f7ea14b0512,__init__.py,upload,1.0,suspicious
43897070118a99c497d8d77c1c31f994c5510b540f25066ab9ab56250f2f5a4c3a56366a7b77e0efebf0b8b078a45caa9b9731e0e4832df44e610030cb0ce0e6,__init__.py,getPassw,1.0,suspicious
62f33f452723f2864c8127827d5b8e4806c0ac010450554f84336abbc748705fb07370dc52838935e06d755388f82daa0f70d190935b98e3e683d6b20f6750e2,__init__.py,getCookie,1.0,suspicious
d9926c715430fa51773468c9dd76374ace34ad18280353ed30672b698f29ab85b9d10a66d0445984f4a93d1d93bbbc3dfd270a066ba3e18521373c34c6048da0,__init__.py,ZipThings,1.0,suspicious
ae976eec8e7018a162de745c1ea84d53291a0ef3fb3f095391d948ec6f711e1276a1a9f20c06240eaf82eaac8a146dfc37bbbaa04ef5549d26b7f98ee0b93433,__init__.py,GatherAll,1.0,suspicious
958b420477c0567da6d2eed2cc865cc3e5370a38c51d39a22a6ab42a0a7b3f27904127ce6317c64537c6ae8b7a893c254a8b616e05100c83b352ccf6faa0afa6,__init__.py,uploadToAnonfiles,1.0,suspicious
663a083cde852d4988a31608282b873ed3352f001dc22fa4ba3d4e61f156411422221b4e1288a47497602c2202fa2afcd741bddf03f3425e900bd2581a43e958,__init__.py,blackcapedezFolder,1.0,suspicious
f2f3db26765552f7f8e195ecf0e7a9569a6a2b5dcd8f6f6ba38bf7cced7a1efab8020afbb66bdbc78f3ca064c1e2352241af051e6816b13bcc176044484e4f1f,__init__.py,blackcapedezFile,1.0,suspicious
